20181001 010 SSA22_fieldE4b_000_E 58392.1511789775 22.294983 0.314331 151.721539 461.778288912
20181002 006 SSA22_fieldE3a_000_E 58393.133358432 22.289267 0.268847 151.857662 462.683952573
20181003 007 SSA22_fieldE3a_000_E 58394.1249180222 22.289267 0.268847 151.860679 463.553233561
20181003 008 SSA22_fieldE3b_000_E 58394.1445882292 22.288433 0.262208 151.878943 462.531078784
20181004 006 SSA22_fieldE2d_000_E 58395.122079534 22.287633 0.431442 151.369963 462.957981754
20181004 007 SSA22_fieldE3c_000_E 58395.1409273888 22.288878 0.249692 151.91474 463.929972323
20181005 007 SSA22_fieldE6d_000_E 58396.1434558984 22.304886 0.185472 152.111418 463.882311941
20181008 013 SSA22_fieldE5a_000_E 58399.1392474254 22.297894 0.145861 152.23287 401.954666905
20181012 013 SSA22_fieldE5d_000_E 58403.1265789312 22.298339 0.133347 152.271325 523.736265252
20181027 007 SSA22_fieldE5a_000_E 58418.0766132474 22.297894 0.145861 152.231891 465.182051825
20181030 011 SSA22_fieldE5b_000_E 58421.0747214505 22.297061 0.139222 152.250341 463.331943009
20190805 017 SSA22_fieldE5c 58700.2982093445 22.297503 0.126708 152.585195 468.125297424
20190806 017 SSA22_fieldE6a 58701.2954933685 22.304444 0.197986 152.364502 468.523663417
20190807 012 SSA22_fieldE6b 58702.2840297944 22.303611 0.191344 152.385085 408.000676757
20190807 013 SSA22_fieldE6c 58702.3033539196 22.304053 0.178831 152.423724 526.600154446
20190808 013 SSA22_fieldE7a 58703.2909474913 22.302864 0.535828 151.357837 407.304085246
20190825 018 SSA22_fieldE7b 58720.2310263747 22.302031 0.529189 151.369719 467.500842251
20190825 019 SSA22_fieldE7c 58720.2481577424 22.302475 0.516675 151.401218 407.549911232
20190826 009 SSA22_fieldE7d 58721.2309813858 22.303308 0.523314 151.382775 408.523645387
20190826 010 SSA22_fieldE8a 58721.2477475083 22.311514 0.412217 151.70951 407.878996733
20190827 014 SSA22_fieldE8b 58722.2271949644 22.310678 0.405578 151.734527 467.270171362
20190827 015 SSA22_fieldE8c 58722.2451173025 22.311122 0.393064 151.771609 409.352627265
20190831 007 SSA22_fieldE8d 58726.229170193 22.311956 0.399703 151.750908 521.552043306
20190901 011 SSA22_fieldE9a 58727.2356660562 22.320161 0.288606 152.085253 408.65311704
20190902 005 SSA22_fieldE8d 58728.2171117435 22.311956 0.399703 151.750908 407.747780536
20190902 006 SSA22_fieldE9b 58728.235162633 22.319328 0.281967 152.105162 470.102918772
20190923 008 SSA22_fieldE9c_000_E 58749.1582912956 22.319772 0.269453 151.841631 407.400871748
20190924 010 SSA22_fieldE9c 58750.159572361 22.319772 0.269453 152.148414 588.298171787
20190926 004 SSA22_fieldE9d 58752.1443948396 22.320606 0.276092 152.12638 408.351788935
20190926 005 SSA22_fieldE10a 58752.1609869818 22.309414 0.587953 151.190837 407.804246385
20190927 012 SSA22_fieldE10b 58753.1413383093 22.308581 0.581311 151.210033 407.253691156
20191018 011 SSA22_fieldE10c_000_E 58774.08568097 22.309022 0.568797 150.952869 408.275744967
20191018 013 SSA22_fieldE12d_000_E 58774.1039940612 22.327156 0.328217 151.662984 408.102601732
20191027 012 SSA22_fieldE12c_000_E 58783.0810323427 22.326319 0.321575 151.685391 406.651400622
20191028 010 SSA22_fieldE12b_000_E 58784.0812936514 22.325878 0.334089 151.647016 406.651102006
20200118 023 3C273_000_E 58866.4255146147 12.485194 2.052389 147.441292 340.772637296
20200126 037 3C273_000_W 58874.5229582312 12.485194 2.052389 212.560587 347.794750025
20200215 028 3C273_000_W 58894.4710305296 12.485194 2.052389 212.558205 348.477251088
