20180110 008  0.81 0.92 0.89  0.89 0.82 1.02   ;  ;
20180110 009  0.87 1.09 1.00  0.85 1.02 0.87  extended exposure because late in the track; increased exposure because late in the track; increased exposure because late in the track
20180110 021  1.97 1.75 2.44  2.48 2.06 2.45  seeing a bit worse than constraint; seeing a bit worse than constraint; moon rise,   seeing a bit worse than constraint
20180112 007  0.79                             ;  ;
20180112 009  1.10 1.18 0.96  1.12 1.03 1.19   ;  ;
20180112 010  1.09 1.09 1.41  0.97 1.21 0.91   ;  ;
20180112 011  1.48 1.24 0.94  1.12 1.05 1.00   ;  ;
20180112 012  1.01 0.90 0.84  0.76 0.77 1.03   ;  ;
20180113 006  0.99 1.09 1.21  1.08 1.30 1.31   ;  ;
20180113 011  1.49 1.23 1.18  1.24 1.06 0.94   ;  ;
20180113 012  1.02 1.21 1.07  1.11 1.08 1.17   ;  ;
20180113 013  1.05 0.95 1.09  1.04 0.97 1.10   ;  ;
20180113 014  1.19 1.26 1.06  1.09 1.06 1.00   ;  ;
20180113 015       1.30 1.31  1.00 1.41 1.18   ;  ;
20180114 012                                   ;  ;
20180114 013                                   ;  ;
20180114 014  1.86 1.59 1.74  1.94 1.41 1.40   ;  ;
20180115 010  1.45 1.33 1.42  1.13 1.42 1.37   ;  ;
20180115 011  1.30 1.23 1.26  1.37 1.64 1.31   ;  ;
20180115 012  1.06 1.00 0.95  1.06 1.14 1.02   ;  ;
20180119 016  0.91 1.26 1.68  1.52 1.36 2.72   ;  ;
20180119 017  1.93 1.43 1.38  3.20 1.74 2.28  seeing variable during exp; seeing variable;
20180120 008  1.33 1.64 1.73  1.49 1.84 1.86   ;  ;
20180120 009  1.94 1.81 1.60  1.61 1.82 1.59   ;  ;
20180123 008  0.93 0.89 0.89  0.89 0.92 0.91   ;  ;
20180123 009  0.82 0.81 0.68  0.85 0.77 0.75   ;  ;
20180123 010  0.95 0.89 0.93  0.89 0.88 0.93   ;  ;
